ImageId,WKT_Pix
906049_mask,"LINESTRING (391.3 114.7, 303.0 128.0, 295.7 136.5)"
906049_mask,"LINESTRING (391.3 114.7, 425.0 118.0)"
906049_mask,"LINESTRING (425.0 118.0, 398.0 178.0, 356.0 195.0)"
906049_mask,"LINESTRING (295.7 136.5, 289.0 147.0, 296.0 154.9)"
906049_mask,"LINESTRING (295.7 136.5, 303.3 149.7)"
906049_mask,"LINESTRING (303.3 149.7, 296.0 154.9)"
906049_mask,"LINESTRING (303.3 149.7, 365.0 264.0, 365.8 281.0)"
906049_mask,"LINESTRING (296.0 154.9, 300.0 156.0)"
906049_mask,"LINESTRING (296.0 154.9, 295.0 163.0, 354.0 279.0)"
906049_mask,"LINESTRING (754.7 164.3, 716.0 170.2)"
906049_mask,"LINESTRING (754.7 164.3, 820.0 153.0, 894.0 157.0, 1022.0 184.0)"
906049_mask,"LINESTRING (754.7 164.3, 763.0 201.0)"
906049_mask,"LINESTRING (716.0 170.2, 730.0 248.0, 740.0 260.0, 790.0 283.0, 797.0 293.0)"
906049_mask,"LINESTRING (129.0 269.0, 296.3 282.3)"
906049_mask,"LINESTRING (354.0 279.0, 365.8 281.0)"
906049_mask,"LINESTRING (354.0 279.0, 349.0 284.0, 296.3 282.3)"
906049_mask,"LINESTRING (365.8 281.0, 367.0 284.8)"
906049_mask,"LINESTRING (296.3 282.3, 295.0 332.0)"
906049_mask,"LINESTRING (367.0 284.8, 367.0 303.0, 388.0 343.0, 402.7 351.3)"
906049_mask,"LINESTRING (367.0 284.8, 381.0 293.0, 402.0 334.0, 402.7 351.3)"
906049_mask,"LINESTRING (797.0 293.0, 875.0 291.0, 952.0 307.0, 1020.0 311.0)"
906049_mask,"LINESTRING (797.0 293.0, 744.0 455.8)"
906049_mask,"LINESTRING (402.7 351.3, 411.3 369.7)"
906049_mask,"LINESTRING (411.3 369.7, 411.0 386.0, 432.0 426.0, 453.7 442.3)"
906049_mask,"LINESTRING (411.3 369.7, 423.0 376.0, 456.0 428.0)"
906049_mask,"LINESTRING (236.0 408.0, 230.0 449.8)"
906049_mask,"LINESTRING (456.0 428.0, 453.7 442.3)"
906049_mask,"LINESTRING (3.0 434.0, 230.0 449.8)"
906049_mask,"LINESTRING (453.7 442.3, 453.7 445.7)"
906049_mask,"LINESTRING (453.7 445.7, 448.0 462.8)"
906049_mask,"LINESTRING (453.7 445.7, 476.3 459.3)"
906049_mask,"LINESTRING (230.0 449.8, 373.0 464.0, 448.0 462.8)"
906049_mask,"LINESTRING (1021.0 450.0, 994.0 442.0, 891.0 442.0, 764.0 460.0, 744.0 455.8)"
906049_mask,"LINESTRING (744.0 455.8, 719.7 467.3)"
906049_mask,"LINESTRING (476.3 459.3, 611.0 457.0, 672.0 470.0, 719.7 467.3)"
906049_mask,"LINESTRING (476.3 459.3, 472.7 481.3)"
906049_mask,"LINESTRING (448.0 462.8, 456.0 474.0, 472.7 481.3)"
906049_mask,"LINESTRING (719.7 467.3, 739.0 516.0, 765.0 560.0, 861.2 587.0)"
906049_mask,"LINESTRING (472.7 481.3, 482.0 504.8)"
906049_mask,"LINESTRING (482.0 504.8, 479.0 518.8)"
906049_mask,"LINESTRING (482.0 504.8, 494.0 511.0, 511.0 545.0, 536.0 575.0, 644.0 631.0, 655.0 650.8)"
906049_mask,"LINESTRING (479.0 518.8, 391.0 526.0, 292.0 513.0, 217.0 556.2)"
906049_mask,"LINESTRING (479.0 518.8, 507.0 574.8)"
906049_mask,"LINESTRING (1.0 529.0, 91.0 538.0)"
906049_mask,"LINESTRING (91.0 538.0, 217.0 556.2)"
906049_mask,"LINESTRING (91.0 538.0, 87.0 595.0, 76.0 608.0, 1.0 615.0)"
906049_mask,"LINESTRING (217.0 556.2, 207.3 592.7)"
906049_mask,"LINESTRING (507.0 574.8, 493.7 583.3)"
906049_mask,"LINESTRING (507.0 574.8, 651.0 651.0)"
906049_mask,"LINESTRING (493.7 583.3, 460.0 587.0, 440.0 604.0, 441.0 654.0)"
906049_mask,"LINESTRING (493.7 583.3, 498.0 635.0)"
906049_mask,"LINESTRING (861.2 587.0, 1018.0 600.0)"
906049_mask,"LINESTRING (861.2 587.0, 852.0 637.8)"
906049_mask,"LINESTRING (207.3 592.7, 177.0 660.2)"
906049_mask,"LINESTRING (207.3 592.7, 275.0 610.0)"
906049_mask,"LINESTRING (852.0 637.8, 823.8 728.0)"
906049_mask,"LINESTRING (852.0 637.8, 949.0 669.0, 1022.0 683.0)"
906049_mask,"LINESTRING (655.0 650.8, 651.0 651.0)"
906049_mask,"LINESTRING (655.0 650.8, 823.8 728.0)"
906049_mask,"LINESTRING (651.0 651.0, 641.0 663.0, 543.0 696.0, 524.7 708.3)"
906049_mask,"LINESTRING (1.0 658.0, 177.0 660.2)"
906049_mask,"LINESTRING (177.0 660.2, 182.0 683.0, 178.0 735.0)"
906049_mask,"LINESTRING (524.7 708.3, 477.0 705.0, 286.0 753.0)"
906049_mask,"LINESTRING (524.7 708.3, 530.2 804.0)"
906049_mask,"LINESTRING (823.8 728.0, 878.0 759.0, 1011.0 815.0, 1023.0 825.0)"
906049_mask,"LINESTRING (530.2 804.0, 575.0 803.0)"
906049_mask,"LINESTRING (530.2 804.0, 536.0 859.0, 548.0 889.2)"
906049_mask,"LINESTRING (655.0 880.0, 548.0 889.2)"
906049_mask,"LINESTRING (548.0 889.2, 583.3 1015.7)"
906049_mask,"LINESTRING (1023.0 909.0, 1019.0 916.0, 879.0 976.0, 754.0 1023.0)"
906049_mask,"LINESTRING (1022.0 925.0, 820.0 1016.0, 789.0 1023.0)"
906049_mask,"LINESTRING (673.0 949.0, 667.0 1020.0)"
906049_mask,"LINESTRING (291.0 953.0, 285.7 1019.7)"
906049_mask,"LINESTRING (583.3 1015.7, 507.0 1023.0)"
906049_mask,"LINESTRING (583.3 1015.7, 594.0 1022.0)"
906049_mask,"LINESTRING (285.7 1019.7, 282.0 1022.0)"
906049_mask,"LINESTRING (285.7 1019.7, 302.0 1023.0)"
701163_mask,"LINESTRING (705.0 0.0, 699.0 5.0, 686.0 73.0, 674.0 103.0, 644.0 139.0)"
701163_mask,"LINESTRING (0.0 59.0, 13.0 70.0, 179.0 125.0, 531.0 141.0, 558.3 156.3)"
701163_mask,"LINESTRING (644.0 139.0, 610.0 141.0, 558.3 156.3)"
701163_mask,"LINESTRING (644.0 139.0, 658.0 167.0, 676.0 183.0, 820.0 248.0, 1022.0 299.0)"
701163_mask,"LINESTRING (558.3 156.3, 519.0 272.0, 501.0 352.0, 486.0 456.0, 483.8 565.0)"
701163_mask,"LINESTRING (226.0 555.0, 483.8 565.0)"
701163_mask,"LINESTRING (483.8 565.0, 493.3 692.3)"
701163_mask,"LINESTRING (540.0 580.0, 527.0 598.0, 528.0 672.0, 493.3 692.3)"
701163_mask,"LINESTRING (493.3 692.3, 492.0 742.0, 511.0 917.0, 503.7 992.3)"
701163_mask,"LINESTRING (2.0 937.0, 200.0 956.0, 250.0 979.0, 503.7 992.3)"
701163_mask,"LINESTRING (503.7 992.3, 502.0 1016.0, 495.0 1022.0)"
938699_mask,"LINESTRING (135.0 0.0, 116.0 17.0, 90.8 60.0)"
938699_mask,"LINESTRING (933.0 0.0, 905.0 3.0, 692.0 74.0)"
938699_mask,"LINESTRING (401.0 1.0, 404.0 38.0)"
938699_mask,"LINESTRING (668.0 1.0, 692.0 74.0)"
938699_mask,"LINESTRING (529.0 3.0, 534.0 107.0, 543.3 135.3)"
938699_mask,"LINESTRING (42.0 44.0, 90.8 60.0)"
938699_mask,"LINESTRING (90.8 60.0, 159.2 273.0)"
938699_mask,"LINESTRING (692.0 74.0, 543.3 135.3)"
938699_mask,"LINESTRING (543.3 135.3, 530.7 146.7)"
938699_mask,"LINESTRING (530.7 146.7, 402.0 205.0, 296.0 239.0, 159.2 273.0)"
938699_mask,"LINESTRING (530.7 146.7, 579.7 324.7)"
938699_mask,"LINESTRING (159.2 273.0, 82.0 303.0, 2.0 322.0)"
938699_mask,"LINESTRING (1022.0 295.0, 979.0 314.0, 925.0 315.0, 751.0 340.0, 700.0 331.0, 598.0 331.0, 579.7 324.7)"
938699_mask,"LINESTRING (579.7 324.7, 527.0 330.0)"
938699_mask,"LINESTRING (497.0 660.2, 429.0 679.0, 290.0 683.0, 267.0 689.0, 249.0 704.0, 215.0 773.0, 132.0 856.0, 118.0 1019.0)"
938699_mask,"LINESTRING (497.0 660.2, 548.0 657.0, 584.0 669.0, 635.0 694.0, 676.0 725.0, 808.0 775.0, 891.0 822.0, 964.0 887.0, 1019.0 980.0, 1023.0 1016.0)"
938699_mask,"LINESTRING (497.0 660.2, 494.0 705.0, 515.0 714.0, 514.0 760.0)"
941186_mask,"LINESTRING (4.0 765.0, 113.0 779.0, 180.0 797.0, 244.0 828.0, 329.0 891.0, 452.0 923.0, 652.0 1003.0, 707.0 1017.0, 769.0 1023.0)"
741508_mask,"LINESTRING (833.0 0.0, 817.0 9.0, 795.0 57.0, 677.0 360.0, 569.0 585.0, 307.0 1015.0, 296.0 1022.0)"
741508_mask,"LINESTRING (1020.0 3.0, 1023.0 74.0)"
741508_mask,"LINESTRING (735.0 87.0, 395.0 234.0, 9.0 129.0, 1.0 120.0)"
769104_mask,"LINESTRING (51.0 0.0, 26.7 82.7)"
769104_mask,"LINESTRING (312.0 0.0, 263.0 38.0, 280.8 58.0)"
769104_mask,"LINESTRING (352.0 0.0, 280.8 58.0)"
769104_mask,"LINESTRING (422.0 0.0, 407.7 5.3)"
769104_mask,"LINESTRING (440.0 0.0, 680.3 255.3)"
769104_mask,"LINESTRING (894.0 0.0, 879.0 9.0, 680.3 255.3)"
769104_mask,"LINESTRING (916.0 0.0, 904.0 6.0, 841.7 83.7)"
769104_mask,"LINESTRING (1012.0 0.0, 956.0 65.0, 998.0 101.0, 1023.0 73.0)"
769104_mask,"LINESTRING (407.7 5.3, 382.7 24.7)"
769104_mask,"LINESTRING (407.7 5.3, 595.0 206.0)"
769104_mask,"LINESTRING (382.7 24.7, 353.7 49.7)"
769104_mask,"LINESTRING (382.7 24.7, 538.0 193.0)"
769104_mask,"LINESTRING (160.0 42.0, 160.0 60.0, 143.0 110.0, 147.0 229.0, 152.2 237.0)"
769104_mask,"LINESTRING (353.7 49.7, 303.2 87.0)"
769104_mask,"LINESTRING (353.7 49.7, 508.0 216.0)"
769104_mask,"LINESTRING (280.8 58.0, 303.2 87.0)"
769104_mask,"LINESTRING (26.7 82.7, 18.0 89.0, 11.0 112.0, 1.0 213.0)"
769104_mask,"LINESTRING (26.7 82.7, 52.0 142.0, 97.3 291.3)"
769104_mask,"LINESTRING (841.7 83.7, 675.0 290.0)"
769104_mask,"LINESTRING (841.7 83.7, 927.6 166.0)"
769104_mask,"LINESTRING (303.2 87.0, 276.7 111.7)"
769104_mask,"LINESTRING (276.7 111.7, 213.7 164.7)"
769104_mask,"LINESTRING (276.7 111.7, 337.3 179.7)"
769104_mask,"LINESTRING (213.7 164.7, 187.0 190.0, 156.7 236.7)"
769104_mask,"LINESTRING (213.7 164.7, 275.3 229.3)"
769104_mask,"LINESTRING (927.6 166.0, 791.0 321.0, 748.7 358.3)"
769104_mask,"LINESTRING (337.3 179.7, 275.3 229.3)"
769104_mask,"LINESTRING (337.3 179.7, 520.0 376.8)"
769104_mask,"LINESTRING (1023.0 227.0, 1012.0 220.0, 994.0 233.0, 1020.0 275.0, 1014.0 323.0, 944.0 410.0, 977.8 439.0)"
769104_mask,"LINESTRING (275.3 229.3, 208.7 289.3)"
769104_mask,"LINESTRING (152.2 237.0, 156.7 236.7)"
769104_mask,"LINESTRING (152.2 237.0, 131.0 268.0, 97.3 291.3)"
769104_mask,"LINESTRING (156.7 236.7, 208.7 289.3)"
769104_mask,"LINESTRING (680.3 255.3, 556.0 411.0)"
769104_mask,"LINESTRING (0.0 277.0, 39.8 325.8)"
769104_mask,"LINESTRING (208.7 289.3, 392.0 485.2)"
769104_mask,"LINESTRING (675.0 290.0, 507.0 497.0, 466.0 538.0, 448.9 543.4)"
769104_mask,"LINESTRING (675.0 290.0, 748.7 358.3)"
769104_mask,"LINESTRING (97.3 291.3, 74.7 308.7)"
769104_mask,"LINESTRING (74.7 308.7, 39.8 325.8)"
769104_mask,"LINESTRING (74.7 308.7, 118.0 359.0, 125.8 359.0)"
769104_mask,"LINESTRING (39.8 325.8, 6.0 345.0, 0.0 356.0)"
769104_mask,"LINESTRING (39.8 325.8, 83.0 381.0, 159.0 457.2)"
769104_mask,"LINESTRING (401.0 328.0, 454.8 391.0)"
769104_mask,"LINESTRING (125.8 359.0, 170.0 326.0, 206.3 368.7)"
769104_mask,"LINESTRING (125.8 359.0, 163.0 400.0, 206.3 368.7)"
769104_mask,"LINESTRING (748.7 358.3, 744.0 380.0, 600.0 556.0, 670.3 616.3)"
769104_mask,"LINESTRING (206.3 368.7, 230.8 398.0)"
769104_mask,"LINESTRING (520.0 376.8, 476.3 411.3)"
769104_mask,"LINESTRING (520.0 376.8, 556.0 411.0)"
769104_mask,"LINESTRING (1023.0 389.0, 977.8 439.0)"
769104_mask,"LINESTRING (454.8 391.0, 476.3 411.3)"
769104_mask,"LINESTRING (454.8 391.0, 405.0 432.0, 379.0 405.0)"
769104_mask,"LINESTRING (230.8 398.0, 241.0 403.0, 288.0 461.8)"
769104_mask,"LINESTRING (230.8 398.0, 159.0 457.2)"
769104_mask,"LINESTRING (476.3 411.3, 392.0 485.2)"
769104_mask,"LINESTRING (556.0 411.0, 505.0 480.0, 454.0 529.0, 448.9 543.4)"
769104_mask,"LINESTRING (828.0 419.0, 694.0 597.0, 670.3 616.3)"
769104_mask,"LINESTRING (247.0 436.0, 185.3 488.3)"
769104_mask,"LINESTRING (977.8 439.0, 984.0 453.0, 946.0 504.0, 1004.0 554.0, 1000.0 570.0)"
769104_mask,"LINESTRING (159.0 457.2, 185.3 488.3)"
769104_mask,"LINESTRING (288.0 461.8, 247.0 494.0, 282.3 532.3)"
769104_mask,"LINESTRING (288.0 461.8, 324.3 496.7)"
769104_mask,"LINESTRING (392.0 485.2, 393.0 491.8)"
769104_mask,"LINESTRING (185.3 488.3, 185.0 491.8)"
769104_mask,"LINESTRING (185.0 491.8, 155.0 518.0)"
769104_mask,"LINESTRING (185.0 491.8, 251.0 561.2)"
769104_mask,"LINESTRING (393.0 491.8, 353.3 526.3)"
769104_mask,"LINESTRING (393.0 491.8, 442.3 542.7)"
769104_mask,"LINESTRING (0.0 496.0, 40.0 547.0, 170.8 685.0)"
769104_mask,"LINESTRING (324.3 496.7, 282.3 532.3)"
769104_mask,"LINESTRING (324.3 496.7, 353.3 526.3)"
769104_mask,"LINESTRING (155.0 518.0, 114.0 552.0, 146.7 591.3)"
769104_mask,"LINESTRING (155.0 518.0, 187.0 556.0, 146.7 591.3)"
769104_mask,"LINESTRING (353.3 526.3, 274.4 590.4)"
769104_mask,"LINESTRING (282.3 532.3, 251.0 561.2)"
769104_mask,"LINESTRING (442.3 542.7, 202.3 724.3)"
769104_mask,"LINESTRING (442.3 542.7, 448.9 543.4)"
769104_mask,"LINESTRING (448.9 543.4, 447.0 547.8)"
769104_mask,"LINESTRING (447.0 547.8, 402.0 590.0, 196.0 754.0, 180.3 760.3)"
769104_mask,"LINESTRING (447.0 547.8, 523.0 633.0, 600.0 706.2)"
769104_mask,"LINESTRING (251.0 561.2, 274.4 590.4)"
769104_mask,"LINESTRING (1000.0 570.0, 970.0 598.0)"
769104_mask,"LINESTRING (1000.0 570.0, 1023.0 592.0)"
769104_mask,"LINESTRING (274.4 590.4, 200.3 656.3)"
769104_mask,"LINESTRING (146.7 591.3, 200.3 656.3)"
769104_mask,"LINESTRING (843.0 594.0, 738.0 717.0, 734.0 729.0, 809.0 784.0, 912.0 667.0)"
769104_mask,"LINESTRING (670.3 616.3, 669.0 626.0, 600.0 706.2)"
769104_mask,"LINESTRING (1023.0 645.0, 1017.0 663.0, 973.7 716.7)"
769104_mask,"LINESTRING (200.3 656.3, 170.8 685.0)"
769104_mask,"LINESTRING (170.8 685.0, 202.3 724.3)"
769104_mask,"LINESTRING (600.0 706.2, 662.0 779.8)"
769104_mask,"LINESTRING (973.7 716.7, 917.7 781.7)"
769104_mask,"LINESTRING (973.7 716.7, 1023.0 757.0)"
769104_mask,"LINESTRING (202.3 724.3, 180.1 751.9)"
769104_mask,"LINESTRING (180.1 751.9, 177.8 757.0)"
769104_mask,"LINESTRING (177.8 757.0, 156.0 765.0, 110.0 803.0, 103.8 816.0)"
769104_mask,"LINESTRING (177.8 757.0, 180.3 760.3)"
769104_mask,"LINESTRING (180.3 760.3, 180.0 763.8)"
769104_mask,"LINESTRING (180.0 763.8, 122.0 814.0, 106.3 819.3)"
769104_mask,"LINESTRING (180.0 763.8, 246.7 834.3)"
769104_mask,"LINESTRING (323.0 771.0, 314.8 782.0)"
769104_mask,"LINESTRING (662.0 779.8, 588.7 847.7)"
769104_mask,"LINESTRING (662.0 779.8, 797.5 915.5)"
769104_mask,"LINESTRING (314.8 782.0, 246.7 834.3)"
769104_mask,"LINESTRING (314.8 782.0, 464.2 943.0)"
769104_mask,"LINESTRING (917.7 781.7, 855.0 850.8)"
769104_mask,"LINESTRING (917.7 781.7, 985.0 833.2)"
769104_mask,"LINESTRING (103.8 816.0, 84.0 824.0, 0.0 898.0)"
769104_mask,"LINESTRING (103.8 816.0, 106.3 819.3)"
769104_mask,"LINESTRING (106.3 819.3, 100.7 834.7)"
769104_mask,"LINESTRING (985.0 833.2, 1001.0 833.0, 1023.0 853.0)"
769104_mask,"LINESTRING (985.0 833.2, 979.0 853.0, 929.0 904.0, 855.0 850.8)"
769104_mask,"LINESTRING (100.7 834.7, 9.0 906.0, 0.0 922.0)"
769104_mask,"LINESTRING (100.7 834.7, 161.3 903.7)"
769104_mask,"LINESTRING (246.7 834.3, 391.3 1003.3)"
769104_mask,"LINESTRING (588.7 847.7, 464.2 943.0)"
769104_mask,"LINESTRING (588.7 847.7, 641.0 911.0, 505.0 1023.0)"
769104_mask,"LINESTRING (855.0 850.8, 797.5 915.5)"
769104_mask,"LINESTRING (161.3 903.7, 53.0 989.0, 40.0 1003.0, 39.0 1012.8)"
769104_mask,"LINESTRING (161.3 903.7, 196.0 934.0)"
769104_mask,"LINESTRING (797.5 915.5, 769.0 947.0, 682.0 1014.0, 660.0 1023.0)"
769104_mask,"LINESTRING (797.5 915.5, 904.0 1019.0, 916.0 1023.0)"
769104_mask,"LINESTRING (1023.0 934.0, 1018.0 949.0, 949.0 1018.0, 935.0 1023.0)"
769104_mask,"LINESTRING (464.2 943.0, 402.7 999.7)"
769104_mask,"LINESTRING (1023.0 977.0, 1009.0 1007.0, 979.0 1022.0)"
769104_mask,"LINESTRING (0.0 980.0, 27.3 1018.7)"
769104_mask,"LINESTRING (402.7 999.7, 391.3 1003.3)"
769104_mask,"LINESTRING (402.7 999.7, 427.0 1023.0)"
769104_mask,"LINESTRING (391.3 1003.3, 375.0 1020.0, 365.0 1022.0)"
769104_mask,"LINESTRING (39.0 1012.8, 27.3 1018.7)"
769104_mask,"LINESTRING (39.0 1012.8, 56.0 1022.0)"
769104_mask,"LINESTRING (27.3 1018.7, 18.0 1023.0)"
704392_mask,"LINESTRING (371.0 0.0, 406.0 5.0, 498.0 3.0, 607.0 38.0, 733.0 178.0, 759.8 185.0)"
704392_mask,"LINESTRING (786.0 0.0, 772.0 14.0, 763.0 131.0, 763.0 154.0, 775.3 169.7)"
704392_mask,"LINESTRING (852.0 0.0, 826.0 24.0, 822.0 121.0, 813.8 170.0)"
704392_mask,"LINESTRING (908.0 1.0, 917.0 10.0, 928.0 104.0, 948.0 177.0, 981.0 251.0, 1016.0 310.0, 1023.0 340.0)"
704392_mask,"LINESTRING (936.0 1.0, 954.0 15.0, 986.0 133.0, 1010.0 182.0, 1023.0 244.0)"
704392_mask,"LINESTRING (886.0 6.0, 878.0 13.0, 877.0 32.0, 857.0 577.0, 855.2 776.0)"
704392_mask,"LINESTRING (111.0 43.0, 6.0 75.0, 0.0 83.0)"
704392_mask,"LINESTRING (140.0 119.0, 4.0 162.0, 5.0 198.0, 19.8 242.4)"
704392_mask,"LINESTRING (775.3 169.7, 759.8 185.0)"
704392_mask,"LINESTRING (775.3 169.7, 813.8 170.0)"
704392_mask,"LINESTRING (813.8 170.0, 813.7 187.7)"
704392_mask,"LINESTRING (759.8 185.0, 737.0 524.0, 723.0 611.0, 678.0 732.0, 598.0 865.0, 568.8 902.0)"
704392_mask,"LINESTRING (813.7 187.7, 794.0 207.0, 791.0 222.0, 753.0 838.0)"
704392_mask,"LINESTRING (813.7 187.7, 825.0 199.0, 813.0 579.0, 815.2 798.0)"
704392_mask,"LINESTRING (163.0 198.0, 19.8 242.4)"
704392_mask,"LINESTRING (19.8 242.4, 1.0 253.0)"
704392_mask,"LINESTRING (19.8 242.4, 44.2 317.6)"
704392_mask,"LINESTRING (187.0 271.0, 44.2 317.6)"
704392_mask,"LINESTRING (44.2 317.6, 7.0 329.0, 0.0 338.0)"
704392_mask,"LINESTRING (44.2 317.6, 68.2 394.0)"
704392_mask,"LINESTRING (209.0 353.0, 177.7 364.3)"
704392_mask,"LINESTRING (177.7 364.3, 100.8 389.0)"
704392_mask,"LINESTRING (177.7 364.3, 200.0 430.0)"
704392_mask,"LINESTRING (100.8 389.0, 68.2 394.0)"
704392_mask,"LINESTRING (100.8 389.0, 114.0 433.0)"
704392_mask,"LINESTRING (68.2 394.0, 6.0 416.0, 1.0 423.0)"
704392_mask,"LINESTRING (1016.0 723.0, 962.0 733.0, 874.0 773.0, 855.2 776.0)"
704392_mask,"LINESTRING (855.2 776.0, 853.7 792.3)"
704392_mask,"LINESTRING (1023.0 776.0, 1014.0 767.0, 989.0 770.0, 939.0 796.0, 913.0 823.0, 895.0 855.0, 887.0 875.0, 889.3 902.7)"
704392_mask,"LINESTRING (853.7 792.3, 815.2 798.0)"
704392_mask,"LINESTRING (853.7 792.3, 858.0 902.0, 864.7 909.0)"
704392_mask,"LINESTRING (815.2 798.0, 814.8 816.0)"
704392_mask,"LINESTRING (814.8 816.0, 753.0 838.0)"
704392_mask,"LINESTRING (814.8 816.0, 819.3 912.3)"
704392_mask,"LINESTRING (753.0 838.0, 749.7 850.7)"
704392_mask,"LINESTRING (749.7 850.7, 730.0 856.0, 576.0 946.0, 557.8 948.8)"
704392_mask,"LINESTRING (749.7 850.7, 745.3 919.3)"
704392_mask,"LINESTRING (568.8 902.0, 551.0 909.0, 483.0 972.0, 422.0 1016.0, 394.0 1023.0)"
704392_mask,"LINESTRING (568.8 902.0, 568.7 906.7)"
704392_mask,"LINESTRING (889.3 902.7, 864.7 909.0)"
704392_mask,"LINESTRING (889.3 902.7, 1008.0 902.0, 1022.0 916.0)"
704392_mask,"LINESTRING (568.7 906.7, 563.2 912.8)"
704392_mask,"LINESTRING (568.7 906.7, 557.8 948.8)"
704392_mask,"LINESTRING (864.7 909.0, 819.3 912.3)"
704392_mask,"LINESTRING (864.7 909.0, 870.0 999.0, 881.0 1013.0)"
704392_mask,"LINESTRING (819.3 912.3, 818.8 916.0)"
704392_mask,"LINESTRING (778.0 915.2, 765.0 919.0)"
704392_mask,"LINESTRING (778.0 915.2, 795.0 917.0)"
704392_mask,"LINESTRING (778.0 915.2, 781.3 930.7)"
704392_mask,"LINESTRING (818.8 916.0, 795.0 917.0)"
704392_mask,"LINESTRING (818.8 916.0, 822.0 1001.0, 828.0 1013.0)"
704392_mask,"LINESTRING (795.0 917.0, 781.3 930.7)"
704392_mask,"LINESTRING (765.0 919.0, 745.3 919.3)"
704392_mask,"LINESTRING (765.0 919.0, 771.3 932.7)"
704392_mask,"LINESTRING (765.0 919.0, 768.0 934.0)"
704392_mask,"LINESTRING (745.3 919.3, 653.0 947.0, 554.0 988.0, 530.0 989.0)"
704392_mask,"LINESTRING (781.3 930.7, 771.3 932.7)"
704392_mask,"LINESTRING (771.3 932.7, 768.0 934.0)"
704392_mask,"LINESTRING (768.0 934.0, 733.7 949.3)"
704392_mask,"LINESTRING (564.3 942.7, 557.8 948.8)"
704392_mask,"LINESTRING (557.8 948.8, 530.0 989.0)"
704392_mask,"LINESTRING (733.7 949.3, 719.0 950.0, 641.3 983.7)"
704392_mask,"LINESTRING (733.7 949.3, 715.0 1016.0, 708.0 1020.0)"
704392_mask,"LINESTRING (643.0 972.0, 641.3 983.7)"
704392_mask,"LINESTRING (641.3 983.7, 595.0 1016.0, 569.0 1023.0)"
704392_mask,"LINESTRING (530.0 989.0, 503.0 1007.0, 442.0 1023.0)"
744975_mask,"LINESTRING (0.0 254.0, 67.0 361.0, 89.0 417.0, 93.0 455.0, 73.0 750.0)"
744975_mask,"LINESTRING (0.0 308.0, 54.0 405.0, 62.0 440.0, 60.0 522.0, 25.7 907.3)"
744975_mask,"LINESTRING (1023.0 654.0, 1017.0 689.0, 937.5 887.0)"
744975_mask,"LINESTRING (1023.0 727.0, 1018.0 758.0, 949.3 895.3)"
744975_mask,"LINESTRING (937.5 887.0, 943.0 890.2)"
744975_mask,"LINESTRING (937.5 887.0, 936.3 903.3)"
744975_mask,"LINESTRING (943.0 890.2, 946.7 892.7)"
744975_mask,"LINESTRING (946.7 892.7, 949.3 895.3)"
744975_mask,"LINESTRING (0.0 893.0, 4.0 900.0, 25.7 907.3)"
744975_mask,"LINESTRING (949.3 895.3, 941.9 899.3)"
744975_mask,"LINESTRING (941.9 899.3, 943.0 895.0)"
744975_mask,"LINESTRING (941.9 899.3, 936.3 903.3)"
744975_mask,"LINESTRING (936.3 903.3, 886.0 1015.0, 873.0 1022.0)"
744975_mask,"LINESTRING (25.7 907.3, 15.5 1015.5)"
744975_mask,"LINESTRING (3.0 1015.0, 15.5 1015.5)"
748548_mask,"LINESTRING (468.0 0.0, 479.0 6.0, 514.0 60.0, 620.0 239.8)"
748548_mask,"LINESTRING (901.0 0.0, 625.0 241.2)"
748548_mask,"LINESTRING (1023.0 159.0, 899.0 281.0, 868.0 303.0, 758.0 406.0, 738.0 416.2)"
748548_mask,"LINESTRING (620.0 239.8, 479.0 325.0, 248.0 420.0, 279.2 638.0)"
748548_mask,"LINESTRING (620.0 239.8, 625.0 241.2)"
748548_mask,"LINESTRING (625.0 241.2, 720.0 396.0, 738.0 416.2)"
748548_mask,"LINESTRING (738.0 416.2, 737.7 423.7)"
748548_mask,"LINESTRING (737.7 423.7, 524.0 548.0, 279.2 638.0)"
748548_mask,"LINESTRING (737.7 423.7, 851.0 611.8)"
748548_mask,"LINESTRING (981.0 427.0, 1001.0 454.0, 1023.0 445.0)"
748548_mask,"LINESTRING (851.0 611.8, 820.0 622.0, 747.0 667.0, 606.0 714.0, 562.0 759.0, 514.0 796.0, 325.0 900.0, 72.0 931.0)"
748548_mask,"LINESTRING (851.0 611.8, 1004.3 867.7)"
748548_mask,"LINESTRING (279.2 638.0, 192.0 660.0, 85.0 669.0, 22.0 682.0, 0.0 693.0)"
748548_mask,"LINESTRING (1004.3 867.7, 927.0 903.0, 506.0 1023.0)"
748548_mask,"LINESTRING (1004.3 867.7, 1019.0 889.0, 1023.0 907.0)"
907185_mask,"LINESTRING (0.0 177.0, 5.0 191.0, 208.0 373.0, 254.0 440.0, 358.0 624.0, 465.0 927.0, 505.0 1017.0, 516.0 1023.0)"
968835_mask,"LINESTRING (385.0 1.0, 374.0 12.0, 337.0 346.8)"
968835_mask,"LINESTRING (989.0 4.0, 981.0 76.0, 969.7 438.7)"
968835_mask,"LINESTRING (3.0 294.0, 12.0 301.0, 276.0 344.0, 337.0 346.8)"
968835_mask,"LINESTRING (0.0 322.0, 8.0 333.0, 52.3 343.3)"
968835_mask,"LINESTRING (52.3 343.3, 80.0 343.0, 401.0 392.0, 418.0 393.0, 431.7 380.7)"
